"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","EMP","MEN","THND_PER","A","2020",31107.04,"E"
"MEX","EMP","MEN","THND_PER","A","2021",33634.66,
"MEX","EMP","TOT","THND_PER","A","1970",12424.35,
"MEX","EMP","TOT","THND_PER","A","1980",21393.25,
"MEX","EMP","TOT","THND_PER","A","1990",23403.41,
"MEX","EMP","TOT","THND_PER","A","1991",29225.52,"B"
"MEX","EMP","TOT","THND_PER","A","1992",30259,
"MEX","EMP","TOT","THND_PER","A","1993",31340.51,"B"
"MEX","EMP","TOT","THND_PER","A","1994",32439,
"MEX","EMP","TOT","THND_PER","A","1995",32174.89,
"MEX","EMP","TOT","THND_PER","A","1996",33495.83,
"MEX","EMP","TOT","THND_PER","A","1997",35425.19,
"MEX","EMP","TOT","THND_PER","A","1998",36356.97,
"MEX","EMP","TOT","THND_PER","A","1999",36774.94,
"MEX","EMP","TOT","THND_PER","A","2000",37594.3,
"MEX","EMP","TOT","THND_PER","A","2001",37684.47,
"MEX","EMP","TOT","THND_PER","A","2002",38559.82,
"MEX","EMP","TOT","THND_PER","A","2003",38877.61,
"MEX","EMP","TOT","THND_PER","A","2004",40216.1,"B"
"MEX","EMP","TOT","THND_PER","A","2005",42079.14,
"MEX","EMP","TOT","THND_PER","A","2006",43378.46,
"MEX","EMP","TOT","THND_PER","A","2007",44231.25,
"MEX","EMP","TOT","THND_PER","A","2008",44943.53,
"MEX","EMP","TOT","THND_PER","A","2009",45435.35,
"MEX","EMP","TOT","THND_PER","A","2010",46121.62,
"MEX","EMP","TOT","THND_PER","A","2011",47138.89,
"MEX","EMP","TOT","THND_PER","A","2012",48706.73,
"MEX","EMP","TOT","THND_PER","A","2013",49227.31,
"MEX","EMP","TOT","THND_PER","A","2014",49415.41,
"MEX","EMP","TOT","THND_PER","A","2015",50611.33,
"MEX","EMP","TOT","THND_PER","A","2016",51594.75,
"MEX","EMP","TOT","THND_PER","A","2017",51680.28,
"MEX","EMP","TOT","THND_PER","A","2018",53161.79,
"MEX","EMP","TOT","THND_PER","A","2019",54614.55,
"MEX","EMP","TOT","THND_PER","A","2020",50927.07,"E"
"MEX","EMP","TOT","THND_PER","A","2021",55165.86,
"MEX","EMP","WOMEN","THND_PER","A","1970",2456.038,
"MEX","EMP","WOMEN","THND_PER","A","1980",5968.239,
"MEX","EMP","WOMEN","THND_PER","A","1990",5521.271,
"MEX","EMP","WOMEN","THND_PER","A","1991",8877.779,"B"
"MEX","EMP","WOMEN","THND_PER","A","1992",9310,
"MEX","EMP","WOMEN","THND_PER","A","1993",9720.941,
"MEX","EMP","WOMEN","THND_PER","A","1994",10120,"B"
"MEX","EMP","WOMEN","THND_PER","A","1995",10396.48,
"MEX","EMP","WOMEN","THND_PER","A","1996",10936.85,
"MEX","EMP","WOMEN","THND_PER","A","1997",11909.37,
"MEX","EMP","WOMEN","THND_PER","A","1998",12221.04,
"MEX","EMP","WOMEN","THND_PER","A","1999",12314.85,
"MEX","EMP","WOMEN","THND_PER","A","2000",12887.11,
"MEX","EMP","WOMEN","THND_PER","A","2001",12895.87,
"MEX","EMP","WOMEN","THND_PER","A","2002",13402.15,
"MEX","EMP","WOMEN","THND_PER","A","2003",13412.68,
"MEX","EMP","WOMEN","THND_PER","A","2004",14329.52,"B"
"MEX","EMP","WOMEN","THND_PER","A","2005",15391.95,
"MEX","EMP","WOMEN","THND_PER","A","2006",16140.34,
"MEX","EMP","WOMEN","THND_PER","A","2007",16600.21,
"MEX","EMP","WOMEN","THND_PER","A","2008",16802.84,
"MEX","EMP","WOMEN","THND_PER","A","2009",17108.58,
"MEX","EMP","WOMEN","THND_PER","A","2010",17314.13,
"MEX","EMP","WOMEN","THND_PER","A","2011",17753.2,
"MEX","EMP","WOMEN","THND_PER","A","2012",18583.5,
"MEX","EMP","WOMEN","THND_PER","A","2013",18829.19,
"MEX","EMP","WOMEN","THND_PER","A","2014",18678.82,
"MEX","EMP","WOMEN","THND_PER","A","2015",19227.63,
"MEX","EMP","WOMEN","THND_PER","A","2016",19695.56,
"MEX","EMP","WOMEN","THND_PER","A","2017",19683.39,
"MEX","EMP","WOMEN","THND_PER","A","2018",20370.38,
"MEX","EMP","WOMEN","THND_PER","A","2019",21348.6,
"MEX","EMP","WOMEN","THND_PER","A","2020",19820.04,"E"
"MEX","EMP","WOMEN","THND_PER","A","2021",21531.21,
"MEX","EMP","MEN","PC_WKGPOP","A","2005",80.73704,
"MEX","EMP","MEN","PC_WKGPOP","A","2006",81.26635,
"MEX","EMP","MEN","PC_WKGPOP","A","2007",80.83261,
"MEX","EMP","MEN","PC_WKGPOP","A","2008",80.15515,
"MEX","EMP","MEN","PC_WKGPOP","A","2009",78.074,
"MEX","EMP","MEN","PC_WKGPOP","A","2010",77.84161,
"MEX","EMP","MEN","PC_WKGPOP","A","2011",77.92185,
"MEX","EMP","MEN","PC_WKGPOP","A","2012",78.51231,
"MEX","EMP","MEN","PC_WKGPOP","A","2013",78.25211,
"MEX","EMP","MEN","PC_WKGPOP","A","2014",78.10523,
"MEX","EMP","MEN","PC_WKGPOP","A","2015",78.34047,
"MEX","EMP","MEN","PC_WKGPOP","A","2016",78.56933,
"MEX","EMP","MEN","PC_WKGPOP","A","2017",78.98473,
"MEX","EMP","MEN","PC_WKGPOP","A","2018",79.08022,
"MEX","EMP","MEN","PC_WKGPOP","A","2019",78.90898,
"MEX","EMP","MEN","PC_WKGPOP","A","2021",77.27067,
"MEX","EMP","TOT","PC_WKGPOP","A","2005",60.05342,
"MEX","EMP","TOT","PC_WKGPOP","A","2006",60.96249,
"MEX","EMP","TOT","PC_WKGPOP","A","2007",61.00108,
"MEX","EMP","TOT","PC_WKGPOP","A","2008",60.66586,
"MEX","EMP","TOT","PC_WKGPOP","A","2009",59.784,
"MEX","EMP","TOT","PC_WKGPOP","A","2010",59.66136,
"MEX","EMP","TOT","PC_WKGPOP","A","2011",60.02428,
"MEX","EMP","TOT","PC_WKGPOP","A","2012",60.90891,
"MEX","EMP","TOT","PC_WKGPOP","A","2013",60.8422,
"MEX","EMP","TOT","PC_WKGPOP","A","2014",60.40805,
"MEX","EMP","TOT","PC_WKGPOP","A","2015",60.74515,
"MEX","EMP","TOT","PC_WKGPOP","A","2016",61.04717,
"MEX","EMP","TOT","PC_WKGPOP","A","2017",61.19406,
"MEX","EMP","TOT","PC_WKGPOP","A","2018",61.59449,
"MEX","EMP","TOT","PC_WKGPOP","A","2019",62.26349,
"MEX","EMP","TOT","PC_WKGPOP","A","2021",61.03192,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2005",41.84049,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2006",43.12868,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2007",43.56637,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2008",43.34003,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2009",43.29262,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2010",43.18693,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2011",43.70332,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2012",44.86357,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2013",44.9596,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2014",44.23228,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2015",44.67471,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2016",45.0612,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2017",45.01679,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2018",45.65526,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2019",47.05855,
"MEX","EMP","WOMEN","PC_WKGPOP","A","2021",46.17591,
"NLD","EMP","MEN","THND_PER","A","1975",3364,
"NLD","EMP","MEN","THND_PER","A","1976",3354,
"NLD","EMP","MEN","THND_PER","A","1977",3365,
"NLD","EMP","MEN","THND_PER","A","1978",3378,
"NLD","EMP","MEN","THND_PER","A","1979",3400,
"NLD","EMP","MEN","THND_PER","A","1980",3445,
"NLD","EMP","MEN","THND_PER","A","1981",3454,
"NLD","EMP","MEN","THND_PER","A","1982",3370,"B"
"NLD","EMP","MEN","THND_PER","A","1983",3312.5,
"NLD","EMP","MEN","THND_PER","A","1984",3284,
"NLD","EMP","MEN","THND_PER","A","1985",3374.9,
"NLD","EMP","MEN","THND_PER","A","1986",3375,"B"
"NLD","EMP","MEN","THND_PER","A","1987",3749.6,
"NLD","EMP","MEN","THND_PER","A","1988",3736.2,
"NLD","EMP","MEN","THND_PER","A","1989",3796.3,
"NLD","EMP","MEN","THND_PER","A","1990",3906.9,
"NLD","EMP","MEN","THND_PER","A","1991",3957.1,"B"
"NLD","EMP","MEN","THND_PER","A","1992",4006.2,
"NLD","EMP","MEN","THND_PER","A","1993",3983.9,
"NLD","EMP","MEN","THND_PER","A","1994",3976.8,
"NLD","EMP","MEN","THND_PER","A","1995",4023.6,
"NLD","EMP","MEN","THND_PER","A","1996",4085.5,
"NLD","EMP","MEN","THND_PER","A","1997",4213.8,
"NLD","EMP","MEN","THND_PER","A","1998",4319.9,
"NLD","EMP","MEN","THND_PER","A","1999",4374,"B"
"NLD","EMP","MEN","THND_PER","A","2000",4495.075,
"NLD","EMP","MEN","THND_PER","A","2001",4572.975,
"NLD","EMP","MEN","THND_PER","A","2002",4592.675,
"NLD","EMP","MEN","THND_PER","A","2003",4535.7,
"NLD","EMP","MEN","THND_PER","A","2004",4513.075,"B"
"NLD","EMP","MEN","THND_PER","A","2005",4385.25,
"NLD","EMP","MEN","THND_PER","A","2006",4433.875,
"NLD","EMP","MEN","THND_PER","A","2007",4531.25,
"NLD","EMP","MEN","THND_PER","A","2008",4612.225,
"NLD","EMP","MEN","THND_PER","A","2009",4583.45,
"NLD","EMP","MEN","THND_PER","A","2010",4501,
"NLD","EMP","MEN","THND_PER","A","2011",4475.425,
"NLD","EMP","MEN","THND_PER","A","2012",4500.575,
"NLD","EMP","MEN","THND_PER","A","2013",4458.675,
"NLD","EMP","MEN","THND_PER","A","2014",4459.425,
"NLD","EMP","MEN","THND_PER","A","2015",4481.925,
"NLD","EMP","MEN","THND_PER","A","2016",4536.275,
"NLD","EMP","MEN","THND_PER","A","2017",4617.175,
"NLD","EMP","MEN","THND_PER","A","2018",4703.65,
"NLD","EMP","MEN","THND_PER","A","2019",4784.2,
"NLD","EMP","MEN","THND_PER","A","2020",4776.8,"B"
"NLD","EMP","MEN","THND_PER","A","2021",4910.225,
"NLD","EMP","TOT","THND_PER","A","1975",4640,
"NLD","EMP","TOT","THND_PER","A","1976",4654,
"NLD","EMP","TOT","THND_PER","A","1977",4701,
"NLD","EMP","TOT","THND_PER","A","1978",4757,
"NLD","EMP","TOT","THND_PER","A","1979",4821,
"NLD","EMP","TOT","THND_PER","A","1980",4970,
"NLD","EMP","TOT","THND_PER","A","1981",5072,
"NLD","EMP","TOT","THND_PER","A","1982",5010,"B"
"NLD","EMP","TOT","THND_PER","A","1983",4952,
"NLD","EMP","TOT","THND_PER","A","1984",4980,
"NLD","EMP","TOT","THND_PER","A","1985",5124.2,
"NLD","EMP","TOT","THND_PER","A","1986",5155,"B"
"NLD","EMP","TOT","THND_PER","A","1987",5851.2,
"NLD","EMP","TOT","THND_PER","A","1988",5910,
"NLD","EMP","TOT","THND_PER","A","1989",6030.3,
"NLD","EMP","TOT","THND_PER","A","1990",6274.5,
"NLD","EMP","TOT","THND_PER","A","1991",6420.3,"B"
"NLD","EMP","TOT","THND_PER","A","1992",6613.8,
"NLD","EMP","TOT","THND_PER","A","1993",6639.9,
"NLD","EMP","TOT","THND_PER","A","1994",6706.5,
"NLD","EMP","TOT","THND_PER","A","1995",6781.6,
"NLD","EMP","TOT","THND_PER","A","1996",6931.8,
"NLD","EMP","TOT","THND_PER","A","1997",7186,
"NLD","EMP","TOT","THND_PER","A","1998",7402,
"NLD","EMP","TOT","THND_PER","A","1999",7604.6,"B"
"NLD","EMP","TOT","THND_PER","A","2000",7869.8,
"NLD","EMP","TOT","THND_PER","A","2001",8067.9,
"NLD","EMP","TOT","THND_PER","A","2002",8167.425,
"NLD","EMP","TOT","THND_PER","A","2003",8121.125,
"NLD","EMP","TOT","THND_PER","A","2004",8105.475,"B"
"NLD","EMP","TOT","THND_PER","A","2005",7831.4,
"NLD","EMP","TOT","THND_PER","A","2006",7956.45,
"NLD","EMP","TOT","THND_PER","A","2007",8186.55,
"NLD","EMP","TOT","THND_PER","A","2008",8377.875,
"NLD","EMP","TOT","THND_PER","A","2009",8383.4,
"NLD","EMP","TOT","THND_PER","A","2010",8289.675,
"NLD","EMP","TOT","THND_PER","A","2011",8291.375,
"NLD","EMP","TOT","THND_PER","A","2012",8345.05,
"NLD","EMP","TOT","THND_PER","A","2013",8285.1,
"NLD","EMP","TOT","THND_PER","A","2014",8235.75,
"NLD","EMP","TOT","THND_PER","A","2015",8318.1,
"NLD","EMP","TOT","THND_PER","A","2016",8426.9,
"NLD","EMP","TOT","THND_PER","A","2017",8604.525,
"NLD","EMP","TOT","THND_PER","A","2018",8796.925,
"NLD","EMP","TOT","THND_PER","A","2019",8981.925,
"NLD","EMP","TOT","THND_PER","A","2020",8980.975,"B"
"NLD","EMP","TOT","THND_PER","A","2021",9282.175,
"NLD","EMP","WOMEN","THND_PER","A","1975",1276,
"NLD","EMP","WOMEN","THND_PER","A","1976",1300,
"NLD","EMP","WOMEN","THND_PER","A","1977",1336,
"NLD","EMP","WOMEN","THND_PER","A","1978",1379,
"NLD","EMP","WOMEN","THND_PER","A","1979",1421,
"NLD","EMP","WOMEN","THND_PER","A","1980",1525,
"NLD","EMP","WOMEN","THND_PER","A","1981",1618,
"NLD","EMP","WOMEN","THND_PER","A","1982",1640,"B"
"NLD","EMP","WOMEN","THND_PER","A","1983",1639.4,
"NLD","EMP","WOMEN","THND_PER","A","1984",1696,
"NLD","EMP","WOMEN","THND_PER","A","1985",1749.3,
"NLD","EMP","WOMEN","THND_PER","A","1986",1780,"B"
"NLD","EMP","WOMEN","THND_PER","A","1987",2101.6,
"NLD","EMP","WOMEN","THND_PER","A","1988",2173.7,
"NLD","EMP","WOMEN","THND_PER","A","1989",2234,
"NLD","EMP","WOMEN","THND_PER","A","1990",2367.6,
"NLD","EMP","WOMEN","THND_PER","A","1991",2463.2,"B"
"NLD","EMP","WOMEN","THND_PER","A","1992",2607.6,
"NLD","EMP","WOMEN","THND_PER","A","1993",2656,
"NLD","EMP","WOMEN","THND_PER","A","1994",2729.6,
"NLD","EMP","WOMEN","THND_PER","A","1995",2758,
"NLD","EMP","WOMEN","THND_PER","A","1996",2846.2,
"NLD","EMP","WOMEN","THND_PER","A","1997",2972.3,
"NLD","EMP","WOMEN","THND_PER","A","1998",3082.1,
"NLD","EMP","WOMEN","THND_PER","A","1999",3230.6,"B"
"NLD","EMP","WOMEN","THND_PER","A","2000",3374.725,
"NLD","EMP","WOMEN","THND_PER","A","2001",3494.925,
"NLD","EMP","WOMEN","THND_PER","A","2002",3574.75,
"NLD","EMP","WOMEN","THND_PER","A","2003",3585.375,
"NLD","EMP","WOMEN","THND_PER","A","2004",3592.375,"B"
"NLD","EMP","WOMEN","THND_PER","A","2005",3446.2,
"NLD","EMP","WOMEN","THND_PER","A","2006",3522.625,
"NLD","EMP","WOMEN","THND_PER","A","2007",3655.25,
"NLD","EMP","WOMEN","THND_PER","A","2008",3765.6,
"NLD","EMP","WOMEN","THND_PER","A","2009",3799.925,
"NLD","EMP","WOMEN","THND_PER","A","2010",3788.675,
"NLD","EMP","WOMEN","THND_PER","A","2011",3816,
"NLD","EMP","WOMEN","THND_PER","A","2012",3844.475,
"NLD","EMP","WOMEN","THND_PER","A","2013",3826.425,
"NLD","EMP","WOMEN","THND_PER","A","2014",3776.35,
"NLD","EMP","WOMEN","THND_PER","A","2015",3836.125,
"NLD","EMP","WOMEN","THND_PER","A","2016",3890.625,
"NLD","EMP","WOMEN","THND_PER","A","2017",3987.35,
"NLD","EMP","WOMEN","THND_PER","A","2018",4093.3,
"NLD","EMP","WOMEN","THND_PER","A","2019",4197.7,
"NLD","EMP","WOMEN","THND_PER","A","2020",4204.15,"B"
"NLD","EMP","WOMEN","THND_PER","A","2021",4371.95,
"NLD","EMP","MEN","PC_WKGPOP","A","2000",82.1,
"NLD","EMP","MEN","PC_WKGPOP","A","2001",82.75,
"NLD","EMP","MEN","PC_WKGPOP","A","2002",82.45,
"NLD","EMP","MEN","PC_WKGPOP","A","2003",81.075,
"NLD","EMP","MEN","PC_WKGPOP","A","2004",80.25,"B"
"NLD","EMP","MEN","PC_WKGPOP","A","2005",78.1,
"NLD","EMP","MEN","PC_WKGPOP","A","2006",78.775,
"NLD","EMP","MEN","PC_WKGPOP","A","2007",80.4,
"NLD","EMP","MEN","PC_WKGPOP","A","2008",81.675,"B"
"NLD","EMP","MEN","PC_WKGPOP","A","2009",81.975,
"NLD","EMP","MEN","PC_WKGPOP","A","2010",80.725,
"NLD","EMP","MEN","PC_WKGPOP","A","2011",80.575,
"NLD","EMP","MEN","PC_WKGPOP","A","2012",80.5,
"NLD","EMP","MEN","PC_WKGPOP","A","2013",79.4,
"NLD","EMP","MEN","PC_WKGPOP","A","2014",79.35,
"NLD","EMP","MEN","PC_WKGPOP","A","2015",80.25,
"NLD","EMP","MEN","PC_WKGPOP","A","2016",80.8,
"NLD","EMP","MEN","PC_WKGPOP","A","2017",81.625,
"NLD","EMP","MEN","PC_WKGPOP","A","2018",82.825,
"NLD","EMP","MEN","PC_WKGPOP","A","2019",83.45,
"NLD","EMP","MEN","PC_WKGPOP","A","2020",82.85,
"NLD","EMP","MEN","PC_WKGPOP","A","2021",83.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2000",72.95,
"NLD","EMP","TOT","PC_WKGPOP","A","2001",74.125,
"NLD","EMP","TOT","PC_WKGPOP","A","2002",74.4,
"NLD","EMP","TOT","PC_WKGPOP","A","2003",73.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2004",73.125,"B"
"NLD","EMP","TOT","PC_WKGPOP","A","2005",70.625,
"NLD","EMP","TOT","PC_WKGPOP","A","2006",71.575,
"NLD","EMP","TOT","PC_WKGPOP","A","2007",73.45,
"NLD","EMP","TOT","PC_WKGPOP","A","2008",74.925,"B"
"NLD","EMP","TOT","PC_WKGPOP","A","2009",76.175,
"NLD","EMP","TOT","PC_WKGPOP","A","2010",75.45,
"NLD","EMP","TOT","PC_WKGPOP","A","2011",75.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2012",75.9,
"NLD","EMP","TOT","PC_WKGPOP","A","2013",75.1,
"NLD","EMP","TOT","PC_WKGPOP","A","2014",74.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2015",75.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2016",76.375,
"NLD","EMP","TOT","PC_WKGPOP","A","2017",77.375,
"NLD","EMP","TOT","PC_WKGPOP","A","2018",78.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2019",79.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2020",79.3,
"NLD","EMP","TOT","PC_WKGPOP","A","2021",80.15,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2000",63.475,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2001",65.275,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2002",66.175,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2003",66.05,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2004",65.825,"B"
"NLD","EMP","WOMEN","PC_WKGPOP","A","2005",63,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2006",64.225,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2007",66.45,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2008",68.15,"B"
"NLD","EMP","WOMEN","PC_WKGPOP","A","2009",70.3,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2010",70.125,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2011",70.75,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2012",71.225,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2013",70.75,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2014",69.9,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2015",71.05,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2016",71.9,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2017",73.1,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2018",74.6,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2019",75.875,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2020",75.7,
"NLD","EMP","WOMEN","PC_WKGPOP","A","2021",76.575,
"NZL","EMP","MEN","THND_PER","A","1956",611,
"NZL","EMP","MEN","THND_PER","A","1957",621,
"NZL","EMP","MEN","THND_PER","A","1958",633,
"NZL","EMP","MEN","THND_PER","A","1959",642,
"NZL","EMP","MEN","THND_PER","A","1960",650,
"NZL","EMP","MEN","THND_PER","A","1961",661,
"NZL","EMP","MEN","THND_PER","A","1962",670,
"NZL","EMP","MEN","THND_PER","A","1963",683,
"NZL","EMP","MEN","THND_PER","A","1964",699,
"NZL","EMP","MEN","THND_PER","A","1965",717,
"NZL","EMP","MEN","THND_PER","A","1966",735,
"NZL","EMP","MEN","THND_PER","A","1967",748,
"NZL","EMP","MEN","THND_PER","A","1968",738,
"NZL","EMP","MEN","THND_PER","A","1969",751,
"NZL","EMP","MEN","THND_PER","A","1970",767,
"NZL","EMP","MEN","THND_PER","A","1971",766,
"NZL","EMP","MEN","THND_PER","A","1972",773,
"NZL","EMP","MEN","THND_PER","A","1973",796,
"NZL","EMP","MEN","THND_PER","A","1974",820,
"NZL","EMP","MEN","THND_PER","A","1975",831,
"NZL","EMP","MEN","THND_PER","A","1976",840,
"NZL","EMP","MEN","THND_PER","A","1977",845,
"NZL","EMP","MEN","THND_PER","A","1978",838,
"NZL","EMP","MEN","THND_PER","A","1979",837,
"NZL","EMP","MEN","THND_PER","A","1980",838,
"NZL","EMP","MEN","THND_PER","A","1981",831,
"NZL","EMP","MEN","THND_PER","A","1982",843,
"NZL","EMP","MEN","THND_PER","A","1983",826,
"NZL","EMP","MEN","THND_PER","A","1984",830,
"NZL","EMP","MEN","THND_PER","A","1985",849,"B"
"NZL","EMP","MEN","THND_PER","A","1986",943.175,
"NZL","EMP","MEN","THND_PER","A","1987",935.825,
"NZL","EMP","MEN","THND_PER","A","1988",895.925,
"NZL","EMP","MEN","THND_PER","A","1989",869.125,
"NZL","EMP","MEN","THND_PER","A","1990",863.325,
"NZL","EMP","MEN","THND_PER","A","1991",842.525,
"NZL","EMP","MEN","THND_PER","A","1992",843.55,
"NZL","EMP","MEN","THND_PER","A","1993",862.275,
"NZL","EMP","MEN","THND_PER","A","1994",896.3,
"NZL","EMP","MEN","THND_PER","A","1995",939.725,
"NZL","EMP","MEN","THND_PER","A","1996",961.525,
"NZL","EMP","MEN","THND_PER","A","1997",966.475,
"NZL","EMP","MEN","THND_PER","A","1998",954.325,
"NZL","EMP","MEN","THND_PER","A","1999",962.85,
"NZL","EMP","MEN","THND_PER","A","2000",981.25,
"NZL","EMP","MEN","THND_PER","A","2001",1001.1,
"NZL","EMP","MEN","THND_PER","A","2002",1034.825,
"NZL","EMP","MEN","THND_PER","A","2003",1055.95,
"NZL","EMP","MEN","THND_PER","A","2004",1095.425,
"NZL","EMP","MEN","THND_PER","A","2005",1120.25,
"NZL","EMP","MEN","THND_PER","A","2006",1145.55,
"NZL","EMP","MEN","THND_PER","A","2007",1160.425,
"NZL","EMP","MEN","THND_PER","A","2008",1155.6,
"NZL","EMP","MEN","THND_PER","A","2009",1134.35,
"NZL","EMP","MEN","THND_PER","A","2010",1142.25,
"NZL","EMP","MEN","THND_PER","A","2011",1154.475,
"NZL","EMP","MEN","THND_PER","A","2012",1147.025,
"NZL","EMP","MEN","THND_PER","A","2013",1170.425,
"NZL","EMP","MEN","THND_PER","A","2014",1219.15,
"NZL","EMP","MEN","THND_PER","A","2015",1254.775,
"NZL","EMP","MEN","THND_PER","A","2016",1317.075,
"NZL","EMP","MEN","THND_PER","A","2017",1376.975,
"NZL","EMP","MEN","THND_PER","A","2018",1405.625,
"NZL","EMP","MEN","THND_PER","A","2019",1424.075,
"NZL","EMP","MEN","THND_PER","A","2020",1450.8,
"NZL","EMP","MEN","THND_PER","A","2021",1470.8,
"NZL","EMP","TOT","THND_PER","A","1956",804,
"NZL","EMP","TOT","THND_PER","A","1957",820,
"NZL","EMP","TOT","THND_PER","A","1958",838,
"NZL","EMP","TOT","THND_PER","A","1959",852,
"NZL","EMP","TOT","THND_PER","A","1960",864,
"NZL","EMP","TOT","THND_PER","A","1961",886,
"NZL","EMP","TOT","THND_PER","A","1962",900,
"NZL","EMP","TOT","THND_PER","A","1963",919,
"NZL","EMP","TOT","THND_PER","A","1964",946,
"NZL","EMP","TOT","THND_PER","A","1965",979,
"NZL","EMP","TOT","THND_PER","A","1966",1015,
"NZL","EMP","TOT","THND_PER","A","1967",1041,
"NZL","EMP","TOT","THND_PER","A","1968",1023,
"NZL","EMP","TOT","THND_PER","A","1969",1046,
"NZL","EMP","TOT","THND_PER","A","1970",1077,
"NZL","EMP","TOT","THND_PER","A","1971",1092,
"NZL","EMP","TOT","THND_PER","A","1972",1104,
"NZL","EMP","TOT","THND_PER","A","1973",1142,
"NZL","EMP","TOT","THND_PER","A","1974",1193,
"NZL","EMP","TOT","THND_PER","A","1975",1214,
"NZL","EMP","TOT","THND_PER","A","1976",1235,
"NZL","EMP","TOT","THND_PER","A","1977",1254,
"NZL","EMP","TOT","THND_PER","A","1978",1246,
"NZL","EMP","TOT","THND_PER","A","1979",1262,
"NZL","EMP","TOT","THND_PER","A","1980",1264,
"NZL","EMP","TOT","THND_PER","A","1981",1258,
"NZL","EMP","TOT","THND_PER","A","1982",1282,
"NZL","EMP","TOT","THND_PER","A","1983",1266,
"NZL","EMP","TOT","THND_PER","A","1984",1281,
"NZL","EMP","TOT","THND_PER","A","1985",1329,"B"
"NZL","EMP","TOT","THND_PER","A","1986",1618.4,
"NZL","EMP","TOT","THND_PER","A","1987",1623.675,
"NZL","EMP","TOT","THND_PER","A","1988",1571.725,
"NZL","EMP","TOT","THND_PER","A","1989",1523.575,
"NZL","EMP","TOT","THND_PER","A","1990",1534.65,
"NZL","EMP","TOT","THND_PER","A","1991",1509.175,
"NZL","EMP","TOT","THND_PER","A","1992",1513.875,
"NZL","EMP","TOT","THND_PER","A","1993",1544.75,
"NZL","EMP","TOT","THND_PER","A","1994",1611.275,
"NZL","EMP","TOT","THND_PER","A","1995",1686.225,
"NZL","EMP","TOT","THND_PER","A","1996",1740.025,
"NZL","EMP","TOT","THND_PER","A","1997",1750.125,
"NZL","EMP","TOT","THND_PER","A","1998",1738.475,
"NZL","EMP","TOT","THND_PER","A","1999",1765.675,
"NZL","EMP","TOT","THND_PER","A","2000",1799.1,
"NZL","EMP","TOT","THND_PER","A","2001",1844.675,
"NZL","EMP","TOT","THND_PER","A","2002",1904.55,
"NZL","EMP","TOT","THND_PER","A","2003",1953.275,
"NZL","EMP","TOT","THND_PER","A","2004",2022.8,
"NZL","EMP","TOT","THND_PER","A","2005",2082.325,
"NZL","EMP","TOT","THND_PER","A","2006",2131.425,
"NZL","EMP","TOT","THND_PER","A","2007",2167.75,
"NZL","EMP","TOT","THND_PER","A","2008",2174.675,
"NZL","EMP","TOT","THND_PER","A","2009",2144.925,
"NZL","EMP","TOT","THND_PER","A","2010",2153.725,
"NZL","EMP","TOT","THND_PER","A","2011",2184.75,
"NZL","EMP","TOT","THND_PER","A","2012",2179.925,
"NZL","EMP","TOT","THND_PER","A","2013",2223.575,
